date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:32:31	1250/1250	---M-Z	200	added ('OK')	application/javascript	etag:W/%22588145ed2e30c5505589d25ded2970f5%22	http://static.parastorage.com/services/cookie-sync-service/1.347.20/embed-cidx.bundle.min.js	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/cookie-sync-service/1.347.20/embed-cidx.bundle.min.js	(from https://www.wix.com/website-template/view/html/3056?originUrl=https%3A%2F%2Fwww.wix.com%2Fwebsite%2Ftemplates%2Fhtml%2Fonline-store%2F4&tpClick=view_button&esi=2c8a4137-292c-46cc-b8f1-fc85a8e3c9b9)
15:32:31	23110/23110	---M-Z	200	added ('OK')	application/javascript	etag:W/%220a9b3d288c2118638706634356a054a6%22	http://static.parastorage.com/unpkg-semver/wix-recorder/app.bundle.min.js	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/unpkg-semver/wix-recorder/app.bundle.min.js	(from https://www.wix.com/website-template/view/html/3056?originUrl=https%3A%2F%2Fwww.wix.com%2Fwebsite%2Ftemplates%2Fhtml%2Fonline-store%2F4&tpClick=view_button&esi=2c8a4137-292c-46cc-b8f1-fc85a8e3c9b9)
15:32:31	4480/4480	---M-Z	200	added ('OK')	application/javascript	etag:W/%223cec738c8a8e701d079ee00a386d80ad%22	http://static.parastorage.com/services/tag-manager-client/1.875.0/hostTags.bundle.min.js	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/tag-manager-client/1.875.0/hostTags.bundle.min.js	(from https://www.wix.com/website-template/view/html/3056?originUrl=https%3A%2F%2Fwww.wix.com%2Fwebsite%2Ftemplates%2Fhtml%2Fonline-store%2F4&tpClick=view_button&esi=2c8a4137-292c-46cc-b8f1-fc85a8e3c9b9)
15:32:31	10737/10737	---M-Z	200	added ('OK')	application/javascript	etag:W/%22d86dcdbfed4c273c4742744941259902%22	http://static.parastorage.com/unpkg/react@18.2.0/umd/react.production.min.js	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/unpkg/react@18.2.0/umd/react.production.min.js	(from https://www.wix.com/website-template/view/html/3056?originUrl=https%3A%2F%2Fwww.wix.com%2Fwebsite%2Ftemplates%2Fhtml%2Fonline-store%2F4&tpClick=view_button&esi=2c8a4137-292c-46cc-b8f1-fc85a8e3c9b9)
15:32:32	7062/7062	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e61d1ae3bc37d487e556cdc4a95a657f%22	http://static.parastorage.com/services/cookie-consent-policy-client/1.866.0/app.bundle.min.js	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/cookie-consent-policy-client/1.866.0/app.bundle.min.js	(from https://www.wix.com/website-template/view/html/3056?originUrl=https%3A%2F%2Fwww.wix.com%2Fwebsite%2Ftemplates%2Fhtml%2Fonline-store%2F4&tpClick=view_button&esi=2c8a4137-292c-46cc-b8f1-fc85a8e3c9b9)
15:32:37	131882/131882	---M-Z	200	added ('OK')	application/javascript	etag:W/%2264141792105ea4861f9f33294d65ab81%22	http://static.parastorage.com/unpkg/react-dom@18.2.0/umd/react-dom.production.min.js	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/unpkg/react-dom@18.2.0/umd/react-dom.production.min.js	(from https://www.wix.com/website-template/view/html/3056?originUrl=https%3A%2F%2Fwww.wix.com%2Fwebsite%2Ftemplates%2Fhtml%2Fonline-store%2F4&tpClick=view_button&esi=2c8a4137-292c-46cc-b8f1-fc85a8e3c9b9)
15:32:40	197725/197725	---M-Z	200	added ('OK')	application/javascript	etag:W/%22ee6a53c62f4577aebeb7ee4633742c6d%22	http://static.parastorage.com/services/dealer-lightbox/2.0.260/dealer-lightbox.bundle.min.js	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/dealer-lightbox/2.0.260/dealer-lightbox.bundle.min.js	(from https://www.wix.com/website-template/view/html/3056?originUrl=https%3A%2F%2Fwww.wix.com%2Fwebsite%2Ftemplates%2Fhtml%2Fonline-store%2F4&tpClick=view_button&esi=2c8a4137-292c-46cc-b8f1-fc85a8e3c9b9)
15:32:40	178595/178595	---M-Z	200	added ('OK')	application/javascript	etag:W/%229e58a0f50aec88205b760b63274f73eb%22	http://static.parastorage.com/services/marketing-template-viewer/1.2242.0/app.bundle.min.js	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/marketing-template-viewer/1.2242.0/app.bundle.min.js	(from https://www.wix.com/website-template/view/html/3056?originUrl=https%3A%2F%2Fwww.wix.com%2Fwebsite%2Ftemplates%2Fhtml%2Fonline-store%2F4&tpClick=view_button&esi=2c8a4137-292c-46cc-b8f1-fc85a8e3c9b9)
15:32:41	47748/47748	---M-Z	200	added ('OK')	application/x-font-woff	etag:W/%22e8c5c50fa92b6d838601de8f617f61e0-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/bcf54343-d033-41ee-bbd7-2b77df3fe7ba.woff	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/bcf54343-d033-41ee-bbd7-2b77df3fe7ba.woff	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:41	105588/105588	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22d8b08ea159b051e8078a2cebe8e72a36-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/b7693a83-b861-4aa6-85e0-9ecf676bc4d6.eot?	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/b7693a83-b861-4aa6-85e0-9ecf676bc4d6d41d.eot	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:41	105396/105396	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22c08e1294f48002af920cd39ca979b1ea-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/b0ffdcf0-26da-47fd-8485-20e4a40d4b7d.ttf	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/b0ffdcf0-26da-47fd-8485-20e4a40d4b7d.ttf	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:41	77129/77129	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22cf771550b3967efd251c1640ae34ca11-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/da09f1f1-062a-45af-86e1-2bbdb3dd94f9.svg	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/da09f1f1-062a-45af-86e1-2bbdb3dd94f9.svg	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:41	142320/142320	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221b9602c3e6dafc944c5e5f8ccbb3e27f-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/56be84de-9d60-4089-8df0-0ea6ec786b84.eot?	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/56be84de-9d60-4089-8df0-0ea6ec786b84d41d.eot	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:41	59904/59904	---M-Z	200	added ('OK')	application/x-font-woff	etag:W/%22bd1a6f28b47b34eed2a89a72da4fb5bd-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/50d35bbc-dfd4-48f1-af16-cf058f69421d.woff	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/50d35bbc-dfd4-48f1-af16-cf058f69421d.woff	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:41	142132/142132	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2231b878f52272f39d365ed912d457cd17-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/278bef59-6be1-4800-b5ac-1f769ab47430.ttf	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/278bef59-6be1-4800-b5ac-1f769ab47430.ttf	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:42	77827/77827	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2255f8977bbd74d78c7f79265cbd8c99b2-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/2e309b1b-08b8-477f-bc9e-7067cf0af0b3.svg	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/2e309b1b-08b8-477f-bc9e-7067cf0af0b3.svg	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:42	41912/41912	---M-Z	200	added ('OK')	application/x-font-woff	etag:W/%2230bfa073c86da82d47b52b7a0b6ad7cd-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/60be5c39-863e-40cb-9434-6ebafb62ab2b.woff	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/60be5c39-863e-40cb-9434-6ebafb62ab2b.woff	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:42	92304/92304	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22338389800b586a48825f0aeaefb7afdc-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/4c6503c9-859b-4d3b-a1d5-2d42e1222415.ttf	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/4c6503c9-859b-4d3b-a1d5-2d42e1222415.ttf	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:43	92498/92498	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222b7b3e984b980579dda188ded190b598-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/07fe0fec-b63f-4963-8ee1-535528b67fdb.eot??	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/07fe0fec-b63f-4963-8ee1-535528b67fdbd145.eot	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:43	78322/78322	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22cabd710ac74fbc19c20db93d7e9cea33-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/36c182c6-ef98-4021-9b0d-d63122c2bbf5.svg	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/36c182c6-ef98-4021-9b0d-d63122c2bbf5.svg	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:43	90950/90950	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%228437bb714dd06d76c713fd7c6393ca65-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/072d8516-5d40-44bc-b694-65b3c8bd8fa5.eot?	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/072d8516-5d40-44bc-b694-65b3c8bd8fa5d41d.eot	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:43	31360/31360	---M-Z	200	added ('OK')	application/x-font-woff	etag:W/%229691572d74db4e179a4ec79d415bc713-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/723fd1ed-5aad-454d-af88-3711c5caf1c7.woff	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/723fd1ed-5aad-454d-af88-3711c5caf1c7.woff	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:43	90760/90760	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22c0e6ee9bb4fd554dc43a86b0695e23e1-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/2a81d94e-d365-4f5f-9957-7e96414d6a72.ttf	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/2a81d94e-d365-4f5f-9957-7e96414d6a72.ttf	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:43	74472/74472	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221144214786936c06f3fbdac925b4f0e8-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/6be38bc3-96b3-47e3-a9ef-e1a184b54d64.svg	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/6be38bc3-96b3-47e3-a9ef-e1a184b54d64.svg	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:44	101026/101026	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%229d9f739ecedcf664e73b3d4ef4edff29-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/58a5cbff-d570-4c18-a5e3-60868dc07ae8.eot?	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/58a5cbff-d570-4c18-a5e3-60868dc07ae8d41d.eot	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:45	243/243	---M-Z	403	error ('Forbidden')	application/xml	date:Fri,%2013%20Dec%202024%2007:32:51%20GMT	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/2c056da8-4920-4e20-8c69-8a6b315458a9.woff	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/2c056da8-4920-4e20-8c69-8a6b315458a9.woff	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:45	243/243	---M-Z	403	error ('Forbidden')	application/xml	date:Fri,%2013%20Dec%202024%2007:32:52%20GMT	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/2381d918-136d-444f-8391-db0cba6da388.ttf	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/2381d918-136d-444f-8391-db0cba6da388.ttf	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:46	243/243	---M-Z	403	error ('Forbidden')	application/xml	date:Fri,%2013%20Dec%202024%2007:32:53%20GMT	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/d0697971-6f58-4597-942e-8beabd1adc87.svg	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/d0697971-6f58-4597-942e-8beabd1adc87.svg	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:46	162836/162836	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%229c65e4f76a65aadc72e1197c66cd0f4a-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/88fcd49a-13c7-4d0c-86b1-ad1e258bd75d.eot?	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/88fcd49a-13c7-4d0c-86b1-ad1e258bd75dd41d.eot	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:46	69564/69564	---M-Z	200	added ('OK')	application/x-font-woff	etag:W/%224dc0a0281c2b4efa015ef4dc2e62a13e-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/9a2e4855-380f-477f-950e-d98e8db54eac.woff	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/9a2e4855-380f-477f-950e-d98e8db54eac.woff	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:47	162644/162644	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22cf72d59cd84c76f8011523255aa74697-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/fa82d0ee-4fbd-4cc9-bf9f-226ad1fcbae2.ttf	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/fa82d0ee-4fbd-4cc9-bf9f-226ad1fcbae2.ttf	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:47	161104/161104	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2237fc002acb096542f75aee595ff28a12-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/48d599a6-92b5-4d43-a4ac-8959f6971853.svg	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/48d599a6-92b5-4d43-a4ac-8959f6971853.svg	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:47	45632/45632	---M-Z	200	added ('OK')	application/x-font-woff	etag:W/%2287cc9396acbd013b932046b1b7e79339-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/4a9c62ab-b359-4081-8383-a0d1cdebd111.woff	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/4a9c62ab-b359-4081-8383-a0d1cdebd111.woff	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:48	104094/104094	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%228cb5c8853c3f20c608e516a8cb9382a9-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/db853e0e-929b-4272-b420-c946c954cf3a.eot?	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/db853e0e-929b-4272-b420-c946c954cf3ad41d.eot	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:48	103904/103904	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2204898385ff549fe74552563213844f4a-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/db5f9ba6-05a4-433a-9461-0a6f257a0c3a.ttf	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/db5f9ba6-05a4-433a-9461-0a6f257a0c3a.ttf	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:48	95724/95724	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2242437a0812345bd7f68b9ee34f6b6008-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/c8ec8ade-129c-47df-86b4-f9f1cd69ac15.eot?	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/c8ec8ade-129c-47df-86b4-f9f1cd69ac15d41d.eot	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:49	41716/41716	---M-Z	200	added ('OK')	application/x-font-woff	etag:W/%228640ea7223e8bcf5f20beed12c1eb8c3-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/6d5b06b3-f8db-4de6-aa46-2a6de9569b51.woff	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/6d5b06b3-f8db-4de6-aa46-2a6de9569b51.woff	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:49	158100/158100	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2224f9584bc57012835d5f55274d9299a9-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/25e09910-ffc3-4fc4-b0d1-db9a95dface8.svg	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/25e09910-ffc3-4fc4-b0d1-db9a95dface8.svg	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
15:32:49	95532/95532	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22172d316e8482277c1746a23813d3af4a-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/86438896-04f9-4558-a21a-e7a6d6061591.ttf	C:/Users/CHEW%20YUIN%20YEE/Downloads/automotive_solutions/wix_auto/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/86438896-04f9-4558-a21a-e7a6d6061591.ttf	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
